Title,Location,Company,Salary,Sponsored,Description
Artificial Intelligence Expert,"Bengaluru, Karnataka",Capgemini,None,Organic,"Title : AI Solution Leader
Total Exp: 13 years +
Location: Bangalore/ Mumbai/ Chennai/ Hyderabad/ Pune
Artificial Intelligence Leader / Technologist: Job Profile
A) Overall:

Experience in devising/enhancing machine learned (DL, NN) algorithms and datamining techniques for solving complex Big Data and enabling key business use cases through completion – must have delivered valuable Insights. Candidate should have lead the AI-based engagement through completion – including collaborating with client on value messaging, use case elaborations and managing AI Engagement lifecycle (through deployment) while managing a team.
Excellent client facing skills – communication, facilitation and collaboration.
Proven Solution Architecture (data / integration based solutions) capabilities – POC / MVP to productionizing solutions.
Should help in expanding and securing new business
Team leadership
Ability to Travel – international also.
Overall experience of 15 years – specific AI experience of minimum of two years.
B) Machine Learning (Must have):
Experience implementing ML algorithms such as Logistic Regression, Naive Bayes, Bayesian Network, Decision Tree, Neural Network, SVM, Boosting, K-Means, Ensembler Classifiers, Random Forest, convex optimization, transfer learning.
Experience in frameworks such as Spark, Lucene or EMR to implement real-time ML systems
Strong mathematical understanding.
Up-to-date knowledge and understanding of recent trends in machine learning.
C) Data / AI Engineering (Must have):
Proven experience working with large scale data foundations – data acquisition, processing / transformation, feature engineering and building production quality data foundation.
Understanding of Bigdata ecosystem – Spark / Databricks, Hadoop components,
Experience with one of the Cloud-native (AWS, Azure, GCP) data platforms.
Hands-on expertise in scripting – Python, R.
D) AI / DL Frameworks
Knowledge of AI / DL frameworks – Tensorflow, Keras, MxNet, Caffe. CNTK, Theano / Pytorch
Working knowledge of atleast two frameworks.
Hands-on usage of leading tools for productionizing DL solutions – AWS Sagemaker / Libraries (like Rekognition), Azure ML components (Studio etc.), H2O AI.
Hands-on scripting using the frameworks – Python or R.
E) Should have deep expertise in atleast one of the following – Computer Vision, Speech Recognition and / or NLP.
E1 – Computer Vision:
Experience with object detection, tracking, classification, recognition, scene understanding, facial expression analysis
Sound background in one or more of Computer Vision like Scene Understanding, Recognition (Face, Iris, Finger, Gesture,)
Image Procesing – hands-on expertise
Programming in C / C++ Usage of Mat lab, Open CV toolkits.
Experience on embedded / mobile platforms and real-time implementation of complex algorithms
E2 – Speech Recognition
Should have good experience in speech technologies, ASR/TTS(Text to Speech).
Exposure to speech technology tools like, HTK, Kaldi, Festival
Prior experience in speech technologies (ASR or TTS) is required.
Strong understanding of Machine Learning techniques especially deep learning
Good Programming skills in C, Python & Shell scripting is desirable.
E3 – Natural Language Processing / Understanding / Generation
Experience with some of the NLP problems, like intent detection, sentiment analysis, NER etc
Strong understanding of Machine Learning techniques especially deep learning
Good Programming skills in C, Python & Shell scripting is desirable."
Lead - Data Science,"Bengaluru, Karnataka",Fidelity Investments,None,Organic,"Lead - Data Science
(Job Number: 2000664)

Job Title – Lead Data Scientist

The Purpose of This Role

This role involves working with senior stakeholders in understanding and identifying the business requirements and needs in the areas of Big Data Analytics and Artificial Intelligence. Scanning the fast paced external and internal environments in these areas, developing futuristic ideas that would benefit the firm and leading implementation of mathematical/AI models/algorithms/solutions to bring those ideas to life. Specific experience in AI areas like deep learning, genetic algorithms will be an advantage.
Individual in this role is expected to work with multiple stakeholders and teams, have excellent knowledge and experience of recent developments and work in a self-directed manner in ambiguously defined need areas.

The Value You Deliver
Improve customer experience, top line and bottom line of the business by identifying growth and efficiency opportunities
Analyze structured and unstructured data using data mining/statistical/machine learning/deep learning tools, Data visualization, Digital/ Web analytics tools and techniques and story telling.
Managing business partner / stakeholder engagement
Participating in / leading interactions with middle and senior level management

The Skills that are Key to this role
Technical / Behavioral
Expertise in Machine Learning models:
Expert in handling various data types and structures: structured, unstructured, voice, static versus streaming data. Extensive prior experience in integrating data
Possess extensive knowledge of and experience in applying data mining and machine learning, deep learning and Reinforcement learning techniques
Expertise in Natural Language Processing (NLP) and Natural Language Understanding (NLU) techniques
Should have extensive experience with relational, NO-SQL and Graph databases
Interpret, criticize, and debug neural networks (not just implement and evaluate accuracy)
Experience with Generative neural networks such as VAEs
Proficiency in the entire Data Modeling life cycle – From exploratory data analysis to data cleaning to Feature Engineering to Model Building and Validation.
Comfortable with TensorFlow/Theano/PyTorch
Familiarity with foundational model reasoning: bias-variance tradeoff, shrinkage/partial pooling
Able to independently research and apply state-of-the-art deep learning and Bayesian modeling literature
Communicate design decisions, tradeoffs, and findings to technical and non-technical stakeholders
Additional Skills for Model Building
Expert in Python Programming preferably functional programming
Experience in building and deploying models on the cloud
Comfort with Git source control and repo-driven development - continuous integration / continuous deployment
Able to organize code using functional programming concepts, experience with statically typed functional programming a plus
Comfortable working with data platforms independently – able to write REST clients, SQL, PySpark, as needed.
Exposure to containerization/Docker
The Skills that are Good To Have for this role
Advanced theory - optimization, differential geometry, statistical physics, category theory
Advanced functional programming languages - Haskell, Idris and exposure to declarative programming concepts
How Your Work Impacts the Organization

Established in 2006 in India, BA&R is focused on providing customized knowledge services across Fidelity businesses. Key competencies in BA&R include Investment Research, Primary & Secondary Research, Data Modeling, Data Science, AI, Operational Analytics, Digital Analytics, Data Visualization, Campaign Management etc. This position is part of the AI PI COE and Data Science team for Customer Knowledge and Strategic Insights organization.

The Expertise We’re Looking For
4+ years of relevant experience with organizations known for cutting edge/ best-in-class applications of Advanced Analytics, Predictive Modeling and Artificial Intelligence.
Master’s Degree / PhD in a quantitative field (e.g., Computer Science, Economics, Engineering, Statistics, Mathematics, Finance, Operations Research)


Fidelity Investments is one of the world's largest providers of financial services. Headquartered in Boston, US, Fidelity's goal is to make financial expertise broadly accessible and effective in helping people live the lives they want. Privately held for nearly 70 years, Fidelity employs 45,000 associates who are focused on the long-term success of our customers. FMR (Fidelity Management & Research) India is the Global In-house Center of Fidelity Investments. Headquartered at Bangalore, where operations commenced in 2003, FMR India has another fully-functional unit at Chennai. To know more visit : FMR India
Location : Bangalore - EGL
Shift timings: 11:00 AM - 8:00PM

Business Analysis/Project Management
Primary LocationIN-KRN-Bangalore
Job LevelIndividual Contributor
Education LevelBachelor's Degree (±16 years)
FMR India Business UnitBusiness Analytics & Research
OrganizationIndia BG
Job Posting DateJan 21, 2020, 2:09:29 AM"
Principal Machine Learning Engineer,"Hyderabad, Telangana",Leben Care Technologies,None,Organic,"We are assembling a world-class AI RnD team to enhance our Netra.AI platform enabling next generation of medical imaging diagnostic for Ophthalmology.
Desired qualifications
Master’s Degree or PhD – Computer Science, Artificial Intelligence.
Minimum Requirements
Hands on Experience in implementing deep learning architectures using latest machine learning tech and frameworks.
Existing track record as a researcher in machine learning with published scientific journal.
Responsibilities
Design and build novel machine learning models to solve unique medical problems and improve patient outcomes.
Test and evaluate algorithms on large medical datasets to prove robustness
Deliver high quality and production-ready code
Desirable Skills
Solid Python and C++ experience and Linux user.
Solid mathematical background.
Experience with a vast set of computer vision libraries.
Deep understanding and hands-on experience in state-of-the-art Medical Image Analysis algorithms will be a plus.
What we offer for your valuable work:
Employee Stock Option Plan
Location
Hyderabad
How to Apply
Please send a cover letter and resume to hr@leben.ai. Please put “Principal Machine Learning Engineer” in the subject line."
Project Manager,India,Wavelabs,"₹2,00,000 - ₹3,00,000 a year",Organic,"Functional Area Other
Industry Type IT-Software-Software Services
Keywords Project management,Analytical,PMP,Machine learning,Agile,Artificial Intelligence,Manager Technology,Customer experience,Data analytics,Management
Requirements Strong project management skills

Excellent Written and Verbal Communication Skills

Strong logical, analytical and problem solving skills

Ability to interact with global customers

Ability to prioritize projects and deliverables

Strong Understanding of business technology

Negotiation Consultative Abilities

Ability to understand, articulate and manage customer expectations

Open to travel to customer locations on short notice, when required.

Ability to work in a fast paced, ever changing, start up environment

8 - 10 years of experience in managing projects teams of different sizes (small and large)

A minimum of four years work experience in project management

A 4 year degree in engineering or equivalent PMP is an added advantage
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification BE / B.Tech (Production / Industrial)
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Artificial Intelligence Architect / Lead- Cognitive Services...,"Chennai, Tamil Nadu",Mindtree,None,Organic,"9+ years of experience in the IT industry and 4+ years related to this job description
Experience implementing ML algorithms such as Logistic Regression, Naive Bayes, Bayesian Network, Decision Tree, Neural Network, SVM, Random Forest, convex optimization, transfer learning.
Experience performing selection bias mitigation, ROC analysis, field performance analysis, data mining
Experience in frameworks such as Spark, Lucene or EMR to implement real-time ML systems
Experience working on some cognitive systems in any platform - Azure / IBM / etc.,
Experience programming with Python / Java / C#
Experience with SQLs (MySQL/Oracle/SQL Server) and designing data models
Experience leading product development teams
Experience working in Agile/DevOps model of development
Experience understanding requirements and translating to design"
Data Science Internship,"Pune, Maharashtra",Vision Insight,"₹15,000 a month",Organic,"About the company:
We are a data and AI company, We specialize in helping customer around data problems. Get the pain, time and effort out of your data engineering using our proprietary master data management system that uses artificial intelligence to sync data from disparate sources, cleanse and harmonize data. This also helps ready your data faster in a very efficient manner and at a much lesser cost by saving precious resources - manpower, time and other cost overheads. In a typical analytics project, this phase is the most vexing one and consumes 80% of all the time and effort spent on one. So go ahead and fire up your analytics implementation with our AI-powered capability!
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Work on industry-specific problems with data 2. Understand the data distribution 3. Read research papers on newer AI models and decode the same into code 4. Work on one sample problem and present the findings in a document
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 8th Jan'20 and 14th Feb'20
are available for duration of 3 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 5
Categories: Data Science"
"Sr. Manager, Data Science","Chennai, Tamil Nadu",PayPal,None,Organic,"In your role, you will:
Recruit, build and retain a top-tier data science team that brings together top talent at all levels, cutting edge technology, and analytic innovation
Assess, inspire and motivate a high performing team of data science professionals
Develop impactful relationships with senior leaders in the Credit Business, stakeholders across the broader company, and leaders in the broader Data Science community
Design, develop and implement real-time, highly complex advance machine learning models to solve credit business problems (demand generation, marketing, fraud, credit, account management and collections)
Build ML/AI solutions and together with strong partnership with our engineering group and PayPal's Platforms organization.
Communicate complex concepts and the results of the models and analyses to technical and non-technical audience. Be able to influence partners and customers.
Interpret and effectively defend approaches to 3rd parties, including technical regulatory examiners
Be a true thought leader for our organization (and PayPal overall) and contribute significantly to develop the next generation of applicable AI technologies for the company.
THE PERSON
This leader will play a key role in GDS organization who will utilize their expertise to build a high performing team. The ideal individual we seek is a professionally mature, confident who is comfortable and effective at all levels of the organization. S/He will use their prior experience to deploy data science and machine learning solutions with modern technology in a business setting. This person will leverage their years of experience in driving positive impact on customers by leveraging machine learning and predictive analytics. The candidate will be seen as a strategic thought partner, capable of communicating and influencing senior leadership. S/He will have the ability to collaborate across the organization and enterprise, building relationships with key stakeholders.
Advanced degree (MS or PhD) in science or engineering field with 8+ years of relevant experience. 4+ years of supervisory experience.
Experience in building a strong team of data-scientists
Proven experience in solving open-ended business problems using data-science/ML/AI from initial ideation stage up to delivering ready-to-use solution
Have a true passion for working on big data/ML/AI and professional experience in data mining, statistical analysis, predictive modeling, managing product functions
Strong problem-solving skills, business acumen, and communication skills
Proven experience in working with multiple partner groups to drive longer term strategies within a matrix-based organization
Strong Programming experience in C/C++, or Java, and skills in scripting languages such as Perl or Python. Familiar with various Machine Learning algorithms and Statistical methods
SQL and Hadoop / Other Big Data skills
Experience in Fintech/Banking/Credit industry a strong plus
Job_Description_Summary: PayPal is looking for a key leader in the Global Data Science Organization, to establish and scale Mahcine Learning/Artificial Intelligence capabilities in Channai (India). This person will be responsible for setting up and scaling a brand new Data Science team in Chennai supporting Global Credit organization within PayPal.This leader needs to have a strong background in Machine Learning, practical experience in building and implementing large scale predictive models to solve business problems, bringing insights from Machine Learning to market, and experience managing Data Science teams. They also need a strong results-focused business orientation, a collaborative and motivating style, and influencing skills to effectively interact with diverse executive stakeholders. Recruitment, training and retention of top-tier talent at all experience levels will be critical to success. This person will also serve as local Machine Learning/AI SME and play a critical part in expansion of this function in PayPal India locations.
Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
Full-Stack Machine Learning Engineer/Data Scientist,"Bengaluru, Karnataka",Oracle,None,Organic,"Full-Stack Machine Learning Engineer/Data Scientist-200001ND

Preferred Qualifications

Full-Stack Machine Learning Engineer/Data Scientist:
Primary Responsibilities include:
Designing and developing machine learning and deep learning systems end-to-end (full-stack)
Running machine learning tests and experiments
Implementing appropriate ML algorithms to suit the problem in hand.

Job brief:
We are looking for a full-stack Machine Learning (ML) Engineer to help us create artificial intelligence products. Responsibilities include creating machine learning models and retraining systems. To do this job successfully, you will need very good understanding of Statistics and exceptional Computer programming skills in Python, Spark, R & Java on Linux and Windows. If you are good in data science and software engineering including ETL, Data Preparation, ML Model Building, Web-backend integration and Data Visualization, we’d like to meet you at the earliest to be part of this great team at Oracle.
Your ultimate goal will be to shape and build efficient self-learning applications.

Responsibilities:
Study and transform data science prototypes in areas of NLP and CV
Design machine learning systems using commonly available packages and libraries (BERT, OpenCV etc)
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Requirements:
Hands-on working experience as a Machine Learning/Data Scientist for 3-7 year(s)
Proven experience as a Machine Learning Engineer or similar role in the field of Data Science, NLP and CV
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
Bachelor degree in Computer Science, Mathematics or similar field; Master’s degree is a plus

Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience."
Artificial Intelligence (AI) part time job/internship at Ban...,"Bengaluru, Karnataka",Reflective AI,"₹20,000 a month",Organic,"About the company:
At Reflective AI, we are redefining construction using computer vision and deep learning. We are building a category defining product to address systemic inefficiencies rampant in construction. We are seeking to hire a top tier team to help us build our product.
About the internship/job:
This description is for a remote deep learning internship position at a fast-growing startup in Silicon Valley, USA. Successful candidates will develop computer vision algorithms that automatically extract actionable insights from video. The internship can lead to a full-time offer based on satisfactory performance. Selected intern's day-to-day responsibilities include: 1. Develop deep learning and/or traditional image processing algorithms for video analysis of unstructured environments 2. Pre-process data, develop algorithms, train models 3. Prototype and develop algorithms for use in a high-throughput vision processing pipeline 4. Develop production machine learning architectures for performance and scalability 5. Write production code and deploy into industrial environments
Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 26th Jan'20 and 25th Feb'20
are available for duration of 3 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Other requirements:
Should have an MS or Ph.D. in computer science Should have 3+ years of experience in computer vision and machine learning Should have background and expertise with object segmentation, classification, detection, and multi object tracking Should have prior knowledge of LSTMs and video action recognition algorithms is a HUGE plus Should have the capability with deep learning frameworks (e.g., Caffe, Keras, TensorFlow ) Should have mastery of C++ or Python Should have experience building data pipelines Should have familiarity with software design best-practices, test-driven development, and frequent end-to-end testing Should have mastery of OpenCV and computer vision algorithms such as SIFT, HOG, and edge detection
Number of internships/jobs available: 1
Categories: Artificial Intelligence (AI),Computer Science,Engineering"
Deep Learning Systems Engineer,"Bengaluru, Karnataka",Intel,None,Organic,"Job Description
Plans, designs and develops tools and models for deep learning. Invent optimized architectures and layers for training convolutional and recurrent networks in low bitwidth using Neon, our Python Deep Learning framework. Responsible for instrumenting our library to detect and track overflows and monitor dynamic range. Maintains substantial knowledge of leading edge deep learning models, principles and theories. This job may contribute to deep learning literature and conferences. Master's or PhD in computer science, electrical engineering or related fields (statistics, applied math, computational neuroscience).

Qualifications

Masters from reputed Institute . Proven experience in real time enbedded systems esp w. vision and deep learning products . Excellent programming skills , system analysis and debugging skills , good communciation skills , abiility to work w. multiple stakeholders , go-getter engineer .
Inside this Business Group
Intel AI, leveraging Intel's world leading position in silicon innovation and proven history in creating the compute standards that power our world, is transforming Artificial Intelligence (AI) with the Intel AI products portfolio. Harnessing silicon designed specifically for AI, end to end solutions that broadly span from the data center to the edge, and tools that enable customers to quickly deploy and scale up, Intel AI is inside AI and leading the next evolution of compute.

Legal Disclaimer:
Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.
It has come to our notice that some people have received fake job interview letters ostensibly issued by Intel, inviting them to attend interviews in Intel’s offices for various positions and further requiring them to deposit money to be eligible for the interviews. We wish to bring to your notice that these letters are not issued by Intel or any of its authorized representatives. Hiring at Intel is based purely on merit and Intel does not ask or require candidates to deposit any money. We would urge people interested in working for Intel, to apply directly at www.jobs.intel.com and not fall prey to unscrupulous elements."
CN - Strategy - MC - Technology Strategy -Information Strate...,"Gurgaon, Haryana",Accenture,None,Organic,"Job Description
About Accenture :
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions —underpinned by the world’s largest delivery network — Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 492,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com

Job description :
The Technology strategy business within Capability Network invents the future for clients by providing them with the right guidance, design thinking and innovative solutions for shaping their future through relevant technology enabled strategies.
As technology rapidly evolves, it’s more important than ever to have an innovation advisor who can create a new vision or put one into place to solve the client’s toughest business problems.
Specialize in technology strategy to transform the world's leading organizations by building innovative business solutions at intersection of business and technology as their trusted advisor by:
Helping Clients: Rethinking IT and Digital ecosystems and innovating to help clients keep pace with fast-changing, customer-driven environments.
Enhancing your Skillset: Building expertise and innovating with leading-edge technologies such as Blockchain, new age platform economies, Artificial Intelligence and Cloud.
Transforming Businesses: Developing customized, next-generation products and services that help clients shift to new business models designed for today's connected landscape of disruptive technologies

Working closely with our clients, strategy professionals envisage, shape and formulate strategies that can help enhance business performance. They develop specialized expertise—strategic, industry, functional, technical—in a diverse project environment that offers multiple opportunities for career growth.

The opportunities to make a difference within exciting client initiatives are limitless in this ever-changing business landscape.

Here are just a few of your day-to-day responsibilities.
Identifying, assessing and solving complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of variable factors
Identifying a client’s high-level business needs and leading the creation of detailed functional specs and other documentation, such as requirement traceability matrices, work-flow diagrams and use-cases
Help clients design, architect and scale their journey to new technology-driven growth at the intersection of business and technology
Help clients modernize their IT landscape and processes to adapt to latest technology trends
Designing new business processes based on customer requirements and conduct user review sessions and run stakeholder agreement meetings applying thought leadership in leading the transformation
Helping solve key business problems and challenges by enabling an architecture transformation, painting a picture of, and charting a journey from the current state to a “to-be” enterprise environment
Implementing programs/interventions that prepare the organization for implementation of new business processes
Developing our offerings and assets

Qualifications
• Bachelor Degree • MBA Degree from Tier-1 College (Preferable) • 4 – 7 years of large scale consulting experience and/or working with hi tech companies in data architecture, data governance, information security, information management"
AI Developer- Computer Vision,India,CCS Computers,None,Organic,"Experience in Artificial Intelligence.
Should be able to solve complex algorithms Knowledge of machine learning, Deep Learning or Neural Networks.
Demonstrable interest in Machine Learning and Computer Vision, such as coursework, open-source contribution, etc.
Proven experience with OpenCV image processing packages.
Experience with projects of visual object detection/object recognition, image segmentation, image classification, visual search.
Experience with the development of customized Deep Learning networks like CNN/RNN.
Experience with one or more of the following frameworks: Pytorch, Caffe, TensorFlow and Theano.
Build low-latency inference models based on the NVIDIA software stack.
Excellent analytical logical and problem-solving skills in the pplication of Deep Learning
Understanding of development processes Data processing for existing internal databases and external/public data sources.


Salary:


Other Benefits:


Industry:

IT-Software / Software Services


Functional Area:

IT Software - Application Programming, Maintenance


Role:

Software Developer



Desired Candidate Profile
Education-
UG:

Any Graduate in Any Specialization


PG:


2 Years - 3 Years"
AI/Computer Vision Internship,"Chandigarh, Chandigarh",DeepPulse Labs,"₹3,000 - ₹7,000 a month",Organic,"About the company:
DeepPulse works in the area of AI especially in the area of computer vision. We are currently working primarily for the travel and real estate domain.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Develop AI model for computer vision use cases 2. Work independently on computer vision use cases 3. Scrape images if needed
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 1st Jan'20 and 31st Jan'20
are available for duration of 4 months
have already graduated or are currently in any year of study
are from Chandigarh, Mohali and neighboring cities
Females willing to start/restart their career may also apply
Number of internships/jobs available: 4
Categories: Artificial Intelligence (AI),Computer Vision,Computer Science,Engineering"
Cognitive AI/ML Solutions & Platform – Bangalore,"Bengaluru, Karnataka",Capgemini,None,Organic,"Primary Role: Cognitive AI/ML Solutions & Platform(12-18 years)
Location: Bangalore
Job Description:
This is Cogntiive AI ML Solutions Platform position with the intelligent automation Group Industrialization Automation
This team is leveraging new age technologies like Artificial Intelligence Machine Learning NLP Computer Vision Cognitive Computing and Platforms to drive Intelligent Automation Initiatives across different Business Units Service Lines The AI Consultant is chartered with application of these technologies to solve complex Business Problems and integrate these Cognitive capabilities into Multiple Products and Solutions Offerings Role
Bachelor s Degree Master s agree or Above with more than 10 Years of overall experience with more than 5 Years of relevant experience in building and architecting software products or platforms
You will be part of a Team delivering High end Solutions using Cognitive technologies and building a High end Platform for delivering these cognitive services across Customers Business Units Service Lines
You will be required to assess Business Problems Technical problems and come up with best fit solution and architecture
Propose techniques frameworks and algorithms and provide technology consultation and assisting and defining the solution develop the solution and deployment of the solution using the next generation technologies like Machine Learning Deep Learning NLP and Artificial Intelligence
You will be required to work with different customers and deliver these solutions at scale and provide an enterprise wide deployment model Platform
Experience 10 Years of experience in Building Software platforms and systems using cloud and distributed systems using Big Data Machine Learning and artificial intelligence
Strong Experience in building real world AI ML systems and Productizing and Scaling them in a large scale distributed model and system integration experience Prior solutioning experience with No SQL databases data streaming and integrating unstructured data Experience in Large Scale Digital architectures real time systems will be desired Experience in building robust data pipelines and familiarity with ETL Data Wrangling tools
Experience working in a cloud environment AWS Azure or a containerized environment Mesos Kubernetes Hands on experience in one or more of the following AI technologies natural language processing computer vision machine learning deep learning would be required knowledge and experience in some of the key AI platform e g IBM Watson Microsoft Azure Google Knowledge and experience of key machine learning and deep learning framework e g Tensorflow Caffe CNTK commercial technologies platforms etc
Leadership or participation in prior artificial intelligence platforms strongly preferred
Experience in architecting and Building the solutions starting with Proof of concept to Pilot and solution productization
Strong experience in software engineering with a good understanding of software architecture optimization and programming patterns and paradigms
Personal Skills: Ability to work in complex environments with multi location teams and engage with customers Ability to work in a dynamic environment with complex needs and multiple technologies Strong Leadership Skills.
Contact:
Deepti Shetty
Deepti.b.shetty@capgemini.com"
Artificial Intelligence Engineer,"Bengaluru, Karnataka",Swiss Base Company,"₹8,00,000 - ₹10,00,000 a year",Organic,"Experience and Strong Understanding of Computer Vision and Image Processing is a Must.
hands On Experience On Medical Image Analysis is An Added Advantage.
very Strong Knowledge in Mathematics, Statistics and Probability (multivariate Calculus, Vector Spaces and Random Variables, Algebraic Probability Distribution)
hands On Experience in Building Ai Applications Using Deep Learning or Machine Learning Technqiues
hands On Experience in Python
unerstanding of Scikit-learn, Numpy, Pandas, Spacy, Gensim, Nltk
hands On Experience in Pytorch or Tensorflow
good Knowledge in Various Feature Engineering Tecnhqiues like Tf-idf, Cbow, Word Embeddings
good Understanding of fine Tuning the Network Models.
good Understanding of Supervised/unsupervised Learning.
knowledge of Reinforcement Learning is a Plus.
good Understanding of Machine Learing Algorithms like Svm, Knn, Random Forests, Regression and Clustering Methods."
Machine Learning,"Bengaluru, Karnataka",Accenture,None,Organic,"Job Description
Accenture Technology powers our clients’ businesses with innovative technologies—established and emerging—changing the way their people and customers experience work, life and entertainment. Join Accenture Technology and you’ll translate the operational needs of the world’s governments and leading businesses into the innovative technical solutions that will enable them to better serve their customers—your friends, family and neighbors.You’ll deliver everything from point solutions for a single business function to large, long-term outsourcing services, to complex systems integration installations spanning multiple businesses and functions. You’ll create custom-designed solutions or integrate our technology platforms with their operations.

Role :R&D Developer
Role Description :Implement and execute projects within the R&D group. Have technical skills and understand how to apply those skills to achieve high quality deliverables. Build on ideas and directions provided by leads and stakeholders. Be able to build on concepts in a very dynamic environment. Should be seen as highly differentiated technology experts within their domain. Be active in their technology community by building relationships and serving as a technology guru when working with clients or client teams.
Must Have Skills :Machine Learning
Good To Have Skills :Artificial Intelligence,Product Development Management,Research
Job Requirements : 1: Job Requirements: a: Perform applied research on AI technologies b: Work with stakeholders Business Analysts to have the requirements right lead new solutions/assets platform integration design development in an agile environment c: Guide team in writing specifications for new assets/products platform integration d: Manage overall asset development project execution AI products evaluation as per sprint planning e: Evaluate architecture proof of concepts on new AI Products communicate/present results to clients/stakeholders 2: Professional Experience: a: 8 years full time design development experience in database programming languages like Java, Scala, solid experience in project management with past 3 years in AI technologies B: Possess knowledge in agile methodology, this will be an added plus 3: Educational Qualification: a: Graduation or post graduate degrees B Tech/B E/B Stat/M Stat/MBA etc from tier 1 institutes preferred

Qualifications
15 years of full time education"
